Vulnerabilities,Artifacts,VUL_Functions
CVE-2022-23913,org.apache.activemq:artemis-core-client:2.19.1,org.apache.activemq.artemis.utils.XidCodecSupport:decodeXid(org.apache.activemq.artemis.api.core.ActiveMQBuffer)
CVE-2014-8114,org.uberfire:uberfire-server:0.3.1.Final,"org.uberfire.server.FileUploadServlet:writeResponse(javax.servlet.http.HttpServletResponse,java.lang.String);org.uberfire.server.FileUploadServlet:getServletFileUpload();org.uberfire.server.FileUploadServlet:logError(java.lang.Throwable);org.uberfire.server.FileUploadServlet:doPost(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse);org.uberfire.server.FileUploadServlet:writeFile(org.uberfire.java.nio.file.Path,org.apache.commons.fileupload.FileItem);org.uberfire.server.FileUploadServlet:getFileItem(javax.servlet.http.HttpServletRequest);org.uberfire.server.FileDownloadServlet:doGet(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)"
CVE-2008-1947,org.apache.tomcat:catalina:6.0.16,"org.apache.catalina.manager.host.HTMLHostManagerServlet:list(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.String)"
CVE-2020-5413,org.springframework.integration:spring-integration-core:4.3.6.RELEASE,org.springframework.integration.codec.kryo.KryoClassListRegistrar:setInitialValue(int);org.springframework.integration.codec.kryo.AbstractKryoCodec:<init>()
CVE-2015-3192,org.springframework:spring-web:4.1.6.RELEASE,"org.springframework.http.converter.xml.SourceHttpMessageConverter:readStAXSource(java.io.InputStream);org.springframework.http.converter.xml.Jaxb2CollectionHttpMessageConverter:createXmlInputFactory();org.springframework.http.converter.xml.Jaxb2RootElementHttpMessageConverter:readFromSource(java.lang.Class,org.springframework.http.HttpHeaders,javax.xml.transform.Source);org.springframework.http.converter.xml.SourceHttpMessageConverter:setProcessExternalEntities(boolean);org.springframework.http.converter.xml.SourceHttpMessageConverter:readDOMSource(java.io.InputStream);org.springframework.http.converter.xml.Jaxb2RootElementHttpMessageConverter:processSource(javax.xml.transform.Source);org.springframework.http.converter.xml.SourceHttpMessageConverter:readSAXSource(java.io.InputStream);org.springframework.http.converter.json.Jackson2ObjectMapperBuilder:build();org.springframework.http.converter.xml.Jaxb2RootElementHttpMessageConverter:setProcessExternalEntities(boolean)"
CVE-2014-0228,org.apache.hive:hive-exec:0.10.0,"org.apache.hadoop.hive.ql.parse.ImportSemanticAnalyzer:analyzeInternal(org.apache.hadoop.hive.ql.parse.ASTNode);org.apache.hadoop.hive.ql.parse.ExportSemanticAnalyzer:analyzeInternal(org.apache.hadoop.hive.ql.parse.ASTNode);org.apache.hadoop.hive.ql.parse.ImportSemanticAnalyzer:checkTable(org.apache.hadoop.hive.ql.metadata.Table,org.apache.hadoop.hive.ql.plan.CreateTableDesc)"
CVE-2021-36090,org.apache.commons:commons-compress:1.18,"org.apache.commons.compress.archivers.arj.ArjArchiveInputStream:readHeader();org.apache.commons.compress.archivers.arj.ArjArchiveInputStream:readFully(java.io.DataInputStream,byte[]);org.apache.commons.compress.archivers.zip.ZipFile:resolveLocalFileHeaderData(java.util.Map);org.apache.commons.compress.archivers.ar.ArArchiveInputStream:getNextArEntry();org.apache.commons.compress.archivers.dump.DumpArchiveInputStream:readDirectoryEntry(org.apache.commons.compress.archivers.dump.DumpArchiveEntry);org.apache.commons.compress.archivers.zip.X0017_StrongEncryptionHeader:parseFileFormat(byte[],int,int);org.apache.commons.compress.archivers.dump.TapeInputStream:readBlock(boolean);org.apache.commons.compress.archivers.ar.ArArchiveInputStream:getBSDLongName(java.lang.String);org.apache.commons.compress.archivers.zip.ZipFile:readCentralDirectoryEntry(java.util.Map);org.apache.commons.compress.archivers.examples.Expander:expand(org.apache.commons.compress.archivers.sevenz.SevenZFile,java.io.File);org.apache.commons.compress.archivers.zip.ZipArchiveInputStream:readFirstLocalFileHeader(byte[]);org.apache.commons.compress.archivers.cpio.CpioArchiveInputStream:readBinaryLong(int,boolean);org.apache.commons.compress.archivers.zip.BinaryTree:decode(java.io.InputStream,int);org.apache.commons.compress.archivers.sevenz.SevenZFile:readEncodedHeader(java.nio.ByteBuffer,org.apache.commons.compress.archivers.sevenz.Archive,byte[]);org.apache.commons.compress.archivers.arj.ArjArchiveInputStream:readMainHeader();org.apache.commons.compress.archivers.sevenz.SevenZFile:readArchiveProperties(java.nio.ByteBuffer);org.apache.commons.compress.archivers.cpio.CpioArchiveInputStream:readAsciiLong(int,int);org.apache.commons.compress.archivers.arj.ArjArchiveInputStream:readLocalFileHeader();org.apache.commons.compress.archivers.zip.ZipArchiveInputStream:getNextZipEntry();org.apache.commons.compress.archivers.ar.ArArchiveInputStream:readGNUStringTable(byte[],int,int);org.apache.commons.compress.archivers.cpio.CpioArchiveInputStream:readCString(int)"
CVE-2019-10095,org.apache.zeppelin:zeppelin-zengine:0.9.0,org.apache.zeppelin.interpreter.InterpreterSetting:sortPropertiesByTemplate(java.lang.Object)
CVE-2014-3652,org.keycloak:keycloak-services:1.0.1.Final,org.keycloak.services.resources.AccountService:processTotpRemove()
CVE-2019-12400,org.apache.santuario:xmlsec:2.1.2,"org.apache.xml.security.utils.XMLUtils:getSetRec(org.w3c.dom.Node,java.util.Set,org.w3c.dom.Node,boolean);org.apache.xml.security.utils.XMLUtils:createDocumentBuilder(boolean,boolean);org.apache.xml.security.utils.XMLUtils$DocumentBuilderProxy:parse(java.io.File);org.apache.xml.security.utils.XMLUtils$DocumentBuilderProxy:getDOMImplementation();org.apache.xml.security.utils.XMLUtils$DocumentBuilderProxy:setErrorHandler(org.xml.sax.ErrorHandler);org.apache.xml.security.utils.XMLUtils$DocumentBuilderProxy:newDocument();org.apache.xml.security.utils.XMLUtils$DocumentBuilderProxy:disAllowDocTypeDeclarations();org.apache.xml.security.utils.XMLUtils$DocumentBuilderProxy:reset();org.apache.xml.security.utils.XMLUtils$DocumentBuilderProxy:setEntityResolver(org.xml.sax.EntityResolver);org.apache.xml.security.utils.XMLUtils$DocumentBuilderProxy:parse(java.io.InputStream,java.lang.String);org.apache.xml.security.utils.XMLUtils$DocumentBuilderProxy:isNamespaceAware();org.apache.xml.security.utils.XMLUtils$DocumentBuilderProxy:newDocument();org.apache.xml.security.utils.XMLUtils$DocumentBuilderProxy:<init>(javax.xml.parsers.DocumentBuilder,boolean);org.apache.xml.security.utils.XMLUtils$DocumentBuilderPool:createObject();org.apache.xml.security.utils.XMLUtils$DocumentBuilderProxy:parse(java.lang.String);org.apache.xml.security.utils.XMLUtils$DocumentBuilderProxy:isXIncludeAware();org.apache.xml.security.utils.XMLUtils:createDocumentBuilder(boolean);org.apache.xml.security.utils.XMLUtils$DocumentBuilderProxy:getSchema();org.apache.xml.security.utils.XMLUtils$DocumentBuilderProxy:isValidating();org.apache.xml.security.utils.XMLUtils$DocumentBuilderProxy:parse(org.xml.sax.InputSource);org.apache.xml.security.utils.XMLUtils$DocumentBuilderProxy:parse(java.io.InputStream)"
CVE-2021-26118,org.apache.activemq:artemis-openwire-protocol:1.2.0,org.apache.activemq.artemis.core.protocol.openwire.amq.AMQSession:initialize();org.apache.activemq.artemis.core.protocol.openwire.OpenWireConnection:getAdvisorySession();org.apache.activemq.artemis.core.protocol.openwire.OpenWireConnection:setAdvisorySession(org.apache.activemq.artemis.core.protocol.openwire.amq.AMQSession)
CVE-2021-21346,com.thoughtworks.xstream:xstream:1.4.11.1,"com.thoughtworks.xstream.XStream:setupMappers();com.thoughtworks.xstream.XStream:unmarshal(com.thoughtworks.xstream.io.HierarchicalStreamReader,java.lang.Object,com.thoughtworks.xstream.converters.DataHolder);com.thoughtworks.xstream.XStream:setupSecurity()"
CVE-2020-1957,org.apache.shiro:shiro-core:1.5.1,"org.apache.shiro.authc.pam.FirstSuccessfulStrategy:beforeAttempt(org.apache.shiro.realm.Realm,org.apache.shiro.authc.AuthenticationToken,org.apache.shiro.authc.AuthenticationInfo)"
CVE-2011-4343,org.apache.myfaces.core:myfaces-api:2.0.2,javax.faces.application.NavigationCase:getBookmarkableURL(javax.faces.context.FacesContext);javax.faces.application.NavigationCase:getRedirectURL(javax.faces.context.FacesContext)
CVE-2017-12158,org.keycloak:keycloak-services:1.8.1.Final,org.keycloak.services.resources.admin.AdminConsole:getMainPage()
CVE-2016-3720,com.fasterxml.jackson.dataformat:jackson-dataformat-xml:2.4.4,"com.fasterxml.jackson.dataformat.xml.XmlFactory:<init>(com.fasterxml.jackson.core.ObjectCodec,int,int,javax.xml.stream.XMLInputFactory,javax.xml.stream.XMLOutputFactory,java.lang.String)"
CVE-2020-1744,org.keycloak:keycloak-services:7.0.0,org.keycloak.authentication.AuthenticationProcessor:logFailure()
CVE-2018-18928,com.ibm.icu:icu4j:62.1,com.ibm.icu.impl.number.DecimalQuantity_DualStorageBCD:bcdToBigDecimal();com.ibm.icu.impl.number.DecimalQuantity_AbstractBCD:toScientificString(java.lang.StringBuilder)
CVE-2016-6816,org.apache.tomcat:tomcat-coyote:8.0.32,"org.apache.coyote.http11.AbstractNioInputBuffer:parseHeaders();org.apache.coyote.http11.InternalAprInputBuffer:parseHeaders();org.apache.coyote.http11.InternalInputBuffer:parseHeaders();org.apache.coyote.http11.InternalNioInputBuffer$SocketInputBuffer:doRead(org.apache.tomcat.util.buf.ByteChunk,org.apache.coyote.Request);org.apache.coyote.http11.InternalInputBuffer:parseRequestLine(boolean);org.apache.coyote.http11.AbstractNioInputBuffer:parseRequestLine(boolean);org.apache.coyote.http11.InternalInputBuffer$InputStreamInputBuffer:doRead(org.apache.tomcat.util.buf.ByteChunk,org.apache.coyote.Request);org.apache.coyote.http11.InternalInputBuffer:fill(boolean);org.apache.coyote.http11.InternalAprInputBuffer:doRead(org.apache.tomcat.util.buf.ByteChunk,org.apache.coyote.Request);org.apache.tomcat.util.http.parser.HttpParser:isHex(int);org.apache.coyote.http11.InternalAprInputBuffer$SocketInputBuffer:doRead(org.apache.tomcat.util.buf.ByteChunk,org.apache.coyote.Request);org.apache.coyote.http11.InternalAprInputBuffer:parseRequestLine(boolean)"
CVE-2018-1260,org.springframework.security.oauth:spring-security-oauth2:2.2.0.RELEASE,"org.springframework.security.oauth2.provider.endpoint.SpelView:render(java.util.Map,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse);org.springframework.security.oauth2.provider.endpoint.WhitelabelApprovalEndpoint:createScopes(java.util.Map,javax.servlet.http.HttpServletRequest);org.springframework.security.oauth2.provider.endpoint.WhitelabelApprovalEndpoint:getAccessConfirmation(java.util.Map,javax.servlet.http.HttpServletRequest);org.springframework.security.oauth2.provider.endpoint.WhitelabelErrorEndpoint:handleError(javax.servlet.http.HttpServletRequest);org.springframework.security.oauth2.provider.endpoint.WhitelabelApprovalEndpoint:createTemplate(java.util.Map,javax.servlet.http.HttpServletRequest);org.springframework.security.oauth2.client.DefaultOAuth2RequestAuthenticator:authenticate(org.springframework.security.oauth2.client.resource.OAuth2ProtectedResourceDetails,org.springframework.security.oauth2.client.OAuth2ClientContext,org.springframework.http.client.ClientHttpRequest);org.springframework.security.oauth2.provider.endpoint.SpelView:<init>(java.lang.String);org.springframework.security.oauth2.provider.endpoint.SpelView:getContentType()"
CVE-2021-30179,org.apache.dubbo:dubbo:2.7.3,"org.apache.dubbo.rpc.filter.GenericFilter:invoke(org.apache.dubbo.rpc.Invoker,org.apache.dubbo.rpc.Invocation)"
CVE-2018-11764,org.apache.hadoop:hadoop-common:3.0.0,"org.apache.hadoop.security.AuthenticationWithProxyUserFilter:getDoAs(javax.servlet.http.HttpServletRequest);org.apache.hadoop.security.AuthenticationWithProxyUserFilter:doFilter(javax.servlet.FilterChain,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse);org.apache.hadoop.security.AuthenticationFilterInitializer:initFilter(org.apache.hadoop.http.FilterContainer,org.apache.hadoop.conf.Configuration)"
CVE-2017-7957,com.thoughtworks.xstream:xstream:1.3.1,"com.thoughtworks.xstream.XStream:setupConverters();com.thoughtworks.xstream.XStream:unmarshal(com.thoughtworks.xstream.io.HierarchicalStreamReader,java.lang.Object,com.thoughtworks.xstream.converters.DataHolder)"
CVE-2016-8751,org.apache.ranger:ranger-plugins-common:0.6.2,org.apache.ranger.plugin.resourcematcher.RangerPathResourceMatcher:getMatcher(java.lang.String);org.apache.ranger.plugin.resourcematcher.RangerAbstractResourceMatcher:getMatcher(java.lang.String)
CVE-2017-3156,org.apache.cxf:cxf-rt-rs-security-oauth2:3.1.4,"org.apache.cxf.rs.security.oauth2.tokens.hawk.AbstractHawkAccessTokenValidator:validateAccessToken(org.apache.cxf.jaxrs.ext.MessageContext,java.lang.String,java.lang.String,javax.ws.rs.core.MultivaluedMap)"
CVE-2019-13235,org.opencms:opencms-core:8.5.0,org.opencms.ade.galleries.CmsGalleryService:prepareSearchParams(org.opencms.ade.galleries.shared.CmsGallerySearchBean)
CVE-2016-6806,org.apache.wicket:wicket-core:7.0.0,"org.apache.wicket.protocol.http.CsrfPreventionRequestCycleListener:onRequestHandlerResolved(org.apache.wicket.request.cycle.RequestCycle,org.apache.wicket.request.IRequestHandler);org.apache.wicket.protocol.http.CsrfPreventionRequestCycleListener:isWhitelistedOrigin(java.lang.String);org.apache.wicket.protocol.http.CsrfPreventionRequestCycleListener:abortHandler(javax.servlet.http.HttpServletRequest,java.lang.String,org.apache.wicket.request.component.IRequestablePage);org.apache.wicket.protocol.http.CsrfPreventionRequestCycleListener:checkOrigin(javax.servlet.http.HttpServletRequest,java.lang.String,org.apache.wicket.request.component.IRequestablePage);org.apache.wicket.protocol.http.CsrfPreventionRequestCycleListener:suppressHandler(javax.servlet.http.HttpServletRequest,java.lang.String,org.apache.wicket.request.component.IRequestablePage);org.apache.wicket.protocol.http.CsrfPreventionRequestCycleListener:allowHandler(javax.servlet.http.HttpServletRequest,java.lang.String,org.apache.wicket.request.component.IRequestablePage);org.apache.wicket.protocol.http.CsrfPreventionRequestCycleListener:getOriginHeaderOrigin(java.lang.String);org.apache.wicket.protocol.http.CsrfPreventionRequestCycleListener:whitelistedHandler(javax.servlet.http.HttpServletRequest,java.lang.String,org.apache.wicket.request.component.IRequestablePage);org.apache.wicket.protocol.http.CsrfPreventionRequestCycleListener:onBeginRequest(org.apache.wicket.request.cycle.RequestCycle);org.apache.wicket.protocol.http.CsrfPreventionRequestCycleListener:getLocationHeaderOrigin(javax.servlet.http.HttpServletRequest);org.apache.wicket.protocol.http.CsrfPreventionRequestCycleListener:matchingOrigin(javax.servlet.http.HttpServletRequest,java.lang.String,org.apache.wicket.request.component.IRequestablePage);org.apache.wicket.protocol.http.CsrfPreventionRequestCycleListener:isLocalOrigin(javax.servlet.http.HttpServletRequest,java.lang.String)"
CVE-2018-1000134,com.unboundid:unboundid-ldapsdk:3.2.0,"com.unboundid.ldap.sdk.SimpleBindRequest:process(com.unboundid.ldap.sdk.LDAPConnection,int)"
CVE-2018-10237,com.google.guava:guava:18.0,com.google.common.util.concurrent.AtomicDoubleArray:readObject(java.io.ObjectInputStream);com.google.common.util.concurrent.AtomicDoubleArray:readObject(java.io.ObjectInputStream)
